category_id,title,publish_year,author,publisher,summary,cover,file_path
1,"Steve Jobs",2011,"Walter Isaacson","Hachette Digital","Based on more than forty interviews with Steve Jobs conducted over two years - as well as interviews with more than a hundred family members, friends, adversaries, competitors, and colleagues - this is the acclaimed, internationally bestselling biography of the ultimate icon of inventiveness. Walter Isaacson tells the story of the rollercoaster life and searingly intense personality of creative entrepreneur whose passion for perfection and ferocious drive revolutionized six industries: personal computers, animated movies, music, phones, tablet computing, and digital publishing.","../static/books/covers/Steve-Jobs.jpg","../static/books/pdfs/Steve Jobs.pdf"

